"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"TMED10P2"	-0.491118387973453	0.974669763950712	-4.42016587867419	2.26845934052687e-05	6.09473224214635e-05	1.57265051451109
"APC"	-0.324568640253983	2.0046919793509	-4.41980576234467	2.27168476461999e-05	6.10175870163844e-05	1.57128543905877
"C2orf73"	-0.336632700440269	0.358548570559545	-4.41644944031634	2.30195948010739e-05	6.18141643423038e-05	1.55856656598459
"TPMTP1"	0.178752675251388	0.260078812673489	4.41441725970094	2.32047884339294e-05	6.22947340508171e-05	1.55086887682067
"MAP7D3"	-0.289726922160649	1.30362023387287	-4.40974253810972	2.36362666698523e-05	6.34360350774349e-05	1.53317101326823
"LINC02495"	0.108750586515421	0.0700844936161749	4.40614736950396	2.39733528232274e-05	6.43234580714447e-05	1.51956920370673
"LIFR-AS1"	-0.191376778080814	0.552149516573137	-4.4059491092526	2.39920760746896e-05	6.43564272389743e-05	1.51881934234075
"SNTG2"	-0.0673254011005804	0.0872778103293389	-4.40467989256387	2.41122724223998e-05	6.46614975124692e-05	1.51401946690648
"CHD7"	0.416488981757702	1.40651315696748	4.4037044888869	2.42050385548476e-05	6.48928647583045e-05	1.51033138682409
"EBLN3P"	0.315455383462281	3.31581480293886	4.40279287671131	2.42920487070591e-05	6.51079746129241e-05	1.50688502976227
"TMEM115"	-0.233195477394561	4.46567445041289	-4.40272754317806	2.42982961255433e-05	6.51079746129241e-05	1.50663805520015
"DLEC1"	-0.610973632694333	0.782989465638009	-4.40067665114852	2.44951987537685e-05	6.56179982688682e-05	1.49888656794673
"SLC30A9"	0.202618815830351	3.51745969745693	4.40026843011644	2.45345744619049e-05	6.57058769735e-05	1.4973439734359
"LMCD1-AS1"	0.0880850951969404	0.13946381322197	4.3987862054733	2.46780587043112e-05	6.60724463301504e-05	1.49174376207866
"NDUFB2-AS1"	0.130377535186193	0.518512676370518	4.39855381841275	2.47006277537064e-05	6.61151706469657e-05	1.49086586735981
"C20orf204"	0.129164240253602	0.198162015502838	4.39795760849971	2.47586217084085e-05	6.62526671351578e-05	1.48861369961654
"C1QBPP2"	0.078216934275293	0.094175665094936	4.39673494732122	2.48779620134479e-05	6.65542054934401e-05	1.48399580419761
"HSF4"	0.482483402678825	1.22334713435682	4.39638749019829	2.49119773024443e-05	6.66273797872273e-05	1.48268365174564
"SLC6A17"	0.302729786391784	0.192014990752461	4.39424547789483	2.51226676362504e-05	6.71729081183165e-05	1.47459608338626
"ZFHX4"	0.170865701043093	0.187176414018243	4.39348903132673	2.51974819232659e-05	6.73549369774549e-05	1.47174064472917
"PGAP1"	-0.334001334690561	1.2252034686684	-4.39314900422242	2.52311812836866e-05	6.74269943444323e-05	1.47045722198783
"TANC1"	-0.323085751167017	2.44981168569105	-4.3908727366193	2.54578985091393e-05	6.80146901125816e-05	1.46186732640465
"LINC01982"	-0.193425703599223	0.182750389488224	-4.38846402112547	2.56999451031047e-05	6.86430157668396e-05	1.45278105115749
"C12orf56"	0.295675577026895	0.168686257634027	4.38817803654246	2.57288299229462e-05	6.87018155485881e-05	1.45170248073919
"MAML2"	-0.456012941155894	2.62201807352521	-4.38571039625352	2.59793677534611e-05	6.93522897850003e-05	1.44239802207029
"RPSAP69"	0.166757966829409	0.168197433132989	4.38393633746393	2.61609375380635e-05	6.98094830590481e-05	1.43571106811915
"ANKLE1"	0.205391450057576	0.268221796630072	4.38390073093622	2.61645942505312e-05	6.98094830590481e-05	1.43557687619747
"MEOX2"	-0.585811070124211	1.99059250767007	-4.38264288841041	2.62940883903233e-05	7.01362720467411e-05	1.43083688468161
"ASB14"	-0.135842366613135	0.400962795548468	-4.38255063187068	2.63036104145125e-05	7.01429611053668e-05	1.43048926769218
"SIDT1"	0.445894773164188	1.14075534182348	4.38195203790865	2.63654735316624e-05	7.02891856349304e-05	1.42823392846235
"RASL10A"	-0.156175865777019	0.295918113024196	-4.37976690961042	2.65924929011724e-05	7.08755141289243e-05	1.42000281527848
"CCDC151"	-0.661300692882293	0.915833259731415	-4.3795413816258	2.66160305973119e-05	7.09193461159389e-05	1.41915344463671
"CCDC78"	-0.837283250260572	1.24317203715413	-4.37767251957676	2.68118521132303e-05	7.14220887406241e-05	1.41211623777432
"RPP25L"	0.345224032586666	3.68547050824579	4.37729921070609	2.68511338244083e-05	7.15076799584776e-05	1.41071079742672
"PTP4A2"	0.266473998451053	5.19810925603763	4.37668748311446	2.69156232272697e-05	7.166033873075e-05	1.40840793775917
"ALS2CR12"	-0.434986835216358	0.530920863411614	-4.37412211580834	2.71876974981951e-05	7.23654444987892e-05	1.39875305553324
"DTHD1"	-0.664708016500582	0.833374708951486	-4.37327464808112	2.72781578682805e-05	7.25738757475181e-05	1.39556445410172
"SPEF1"	-0.792203082083405	1.11995591924079	-4.37325255600405	2.7280519893492e-05	7.25738757475181e-05	1.39548133842629
"CTLA4"	0.561853875504509	1.15617339021646	4.37268738952565	2.73410130054085e-05	7.27154601207673e-05	1.3933551484757
"TRPM2-AS"	0.346715987633389	0.239855480938518	4.36980810506246	2.76512114368429e-05	7.35209025175297e-05	1.38252614123605
"GLCE"	0.349057135681754	2.79417372287719	4.36838774507141	2.78054792596949e-05	7.39114281225276e-05	1.37718602621669
"ENHO"	-0.576915653179709	0.999905870725584	-4.36821730385895	2.78240467989672e-05	7.3941128883782e-05	1.37654530284417
"SPOUT1"	0.255471703653158	2.61523919842096	4.36611502637638	2.80540492947522e-05	7.45325432910527e-05	1.36864387419143
"SSTR2"	0.227814273877812	0.328824759720943	4.36586430850492	2.80816013382942e-05	7.45859265293339e-05	1.36770172942747
"KLHL35"	0.380451592400456	0.739280122761123	4.36498677395344	2.81782413164455e-05	7.48227331822769e-05	1.36440444323132
"SPTLC3"	-0.491230821594087	1.65632042513225	-4.36385902816416	2.83029066787189e-05	7.51338111991477e-05	1.36016769508473
"ZFP91"	0.204273522077895	3.96224096691211	4.36363373172871	2.8327875399384e-05	7.51801364102547e-05	1.35932138825978
"ARHGEF4"	-0.388696480515974	1.008964319949	-4.3625675198128	2.8446327553012e-05	7.54596256472436e-05	1.35531667607717
"RNF214"	0.229066764015264	2.08459275044711	4.36254999144721	2.84482788690108e-05	7.54596256472436e-05	1.3552508450236
"UHRF2"	0.305959116634912	1.95746915473746	4.3622573986311	2.84808703187996e-05	7.5526041683372e-05	1.35415198581082
"GOPC"	0.276972026788597	3.18379269674798	4.3617524398777	2.85372014783021e-05	7.56459300111897e-05	1.3522556902114
"TIMM8B"	0.500671769963684	4.31541703237553	4.36171654907605	2.85412093932219e-05	7.56459300111897e-05	1.3521209137273
"TM4SF1-AS1"	0.403355965315677	0.464370961149337	4.36019289132757	2.8711856723527e-05	7.6078051731656e-05	1.34640003022943
"LOX"	0.750187004332702	2.92627765965039	4.35964853248529	2.87730619982181e-05	7.62200317833593e-05	1.34435646912188
"RBM14-RBM4"	0.113784730628986	0.428357913961493	4.35655829802788	2.91229026731273e-05	7.7126331231799e-05	1.33275895754763
"KRT17"	1.43200580855153	3.36250177097004	4.35640991685693	2.91398033348188e-05	7.71426512398764e-05	1.33220223706505
"CCDC117"	0.194344213261509	0.891055029539719	4.35636875252542	2.91444936384253e-05	7.71426512398764e-05	1.33204779246047
"GLG1"	0.342812385005439	4.04908722393026	4.35482033027339	2.93214513485854e-05	7.75905037009404e-05	1.32623901670736
"RNASE13"	-0.0344723073618951	0.0286414482501156	-4.35404840007468	2.94100555750369e-05	7.780437982814e-05	1.32334373527908
"ANXA2R"	0.343896944563351	1.16408216008361	4.35168806634341	2.96825834464407e-05	7.85045846242811e-05	1.31449309281381
"CTBP1"	0.244766933093683	3.88118104021105	4.35124757667742	2.97337116309038e-05	7.8619015417514e-05	1.31284174911685
"SMC3"	0.405371942933684	3.85477621851982	4.35104358912735	2.9757417439692e-05	7.86608972764789e-05	1.31207706428416
"LRRC10B"	-0.998542197450579	1.68743884135024	-4.35046087192728	2.98252364871114e-05	7.88193353253472e-05	1.3098927825646
"DLL1"	-0.616683492666965	1.80455828130808	-4.3500489527159	2.98732671205372e-05	7.89254085086847e-05	1.30834885310395
"CST6"	-1.06192701337667	3.81272991022272	-4.34935795968227	2.9954005650548e-05	7.91178173548547e-05	1.30575915101914
"BMS1P4"	0.105265021546905	0.244551597006202	4.34871072001856	3.00298224066302e-05	7.929712808722e-05	1.3033336938951
"LINC01436"	0.996929721459768	1.33286132578229	4.34849396969844	3.00552535144529e-05	7.93433302915862e-05	1.30252150424723
"PPIAP40"	0.125072372178312	0.200915756352575	4.347835486195	3.01326400142692e-05	7.95266297552632e-05	1.30005426412401
"PPP6R3"	0.266784346264561	3.70367042626719	4.34688787438428	3.02443423406652e-05	7.98003755690375e-05	1.29650417096242
"ZBBX"	-0.704374713090119	0.778602552093932	-4.34645012568755	3.02960776933238e-05	7.99157944957103e-05	1.29486439406095
"TMEM236"	-0.279825536644086	0.61546401307915	-4.34386098017595	3.06038228528553e-05	8.07062838946606e-05	1.28516804115052
"URB1-AS1"	0.427233838317369	2.40468122158518	4.34338385767124	3.06608609764319e-05	8.08353835392352e-05	1.28338166690489
"LINC01927"	-0.211508490320974	0.185564772379725	-4.34324502073961	3.06774776023858e-05	8.08578745450337e-05	1.28286187972064
"TLK2"	0.24003408783	2.21693937515956	4.3424955497613	3.07673274847739e-05	8.10412108662528e-05	1.28005616398778
"TRAF6"	-0.223484025022737	1.89794063440161	-4.34248978289794	3.0768019823035e-05	8.10412108662528e-05	1.28003457652799
"ZSWIM3"	0.224918488236105	1.55858499717586	4.34246206438833	3.07713477659162e-05	8.10412108662528e-05	1.27993081638533
"SMAD5"	0.270609320172281	3.03670081623158	4.34224069178348	3.07979386681431e-05	8.10898859087497e-05	1.27910215774063
"KCTD6"	0.255451484270386	1.63803152141467	4.33996985087554	3.10719887659984e-05	8.17899151513515e-05	1.27060351691271
"STMND1"	-0.691193814401323	0.866621318941042	-4.33923486068949	3.11611908205657e-05	8.20031337383307e-05	1.26785349037032
"SLC7A10"	0.485350496415388	0.292803544181273	4.33798292025236	3.13137004274029e-05	8.2382795126027e-05	1.26317001794675
"AMMECR1L"	0.234808505981052	2.97535457999386	4.33631221465342	3.15183430740371e-05	8.28993768386036e-05	1.25692146180853
"SNX33"	-0.284806134053158	3.13336521841096	-4.33565002597225	3.15998094942058e-05	8.3091794620578e-05	1.25444530578912
"SERPINB4"	0.601890306381754	0.342537101064263	4.33476547312571	3.17089487763742e-05	8.33568579820562e-05	1.25113807382954
"RPUSD3"	0.228363339376842	2.15460377755298	4.33449833660185	3.17419803103358e-05	8.34217616565988e-05	1.25013937878282
"ITFG1"	0.259280610350702	3.38639955679465	4.33179512214267	3.2078102675514e-05	8.42829812809091e-05	1.24003583565637
"PNMA3"	0.400886212391407	0.334308293059049	4.32741303038086	3.26302699006968e-05	8.57112421872782e-05	1.22366689575755
"IER2"	-0.672512972835614	5.09948475634675	-4.32718060616678	3.26598106510071e-05	8.57663094826866e-05	1.22279902553017
"PKD1L2"	0.161772677997387	0.115122924269369	4.32700383620021	3.2682295065844e-05	8.58028224359255e-05	1.22213899017453
"WNT5B"	0.525056137803386	1.37538418198682	4.32550263002214	3.28738437867248e-05	8.62830545583328e-05	1.21653446565612
"INPPL1"	0.380910074022281	4.19380639819395	4.32334180820596	3.31514552263192e-05	8.6988861785146e-05	1.20846981158413
"PRSS27"	0.192642914857504	0.335303368196708	4.32302079924867	3.31928888382929e-05	8.70747346230139e-05	1.20727198300137
"ZNF277"	0.294689641682282	2.73832108846254	4.32172093359873	3.33611765665251e-05	8.7493250895686e-05	1.20242225186282
"CALML3-AS1"	0.154614783927079	0.102340595476362	4.32128026635823	3.3418413905436e-05	8.76203825522707e-05	1.20077838246235
"ENKUR"	-0.787087455289895	1.08246321990961	-4.32045601910525	3.352572744989e-05	8.78787089119005e-05	1.19770392485309
"FYCO1"	-0.362415957094912	3.22931223103605	-4.31820957502492	3.38198913718921e-05	8.86265497166983e-05	1.18932678046048
"DUSP18"	-0.308138037696824	1.48354759644038	-4.31669254894286	3.40199439127564e-05	8.91274401696525e-05	1.18367145264095
"LINC01116"	0.433263369030938	0.578301351847822	4.31564795295892	3.41583578761804e-05	8.94602836378209e-05	1.17977812727417
"MYH16"	0.155384963274977	0.112473790954891	4.3155988142231	3.41648823212838e-05	8.94602836378209e-05	1.17959499838299
"TMC5"	0.68246451713649	3.9066085537986	4.3145248025831	3.43077852034112e-05	8.98109560298722e-05	1.17559277484208
"LGALS2"	-0.670805369361807	2.33615465101201	-4.31441707655746	3.43221504130301e-05	8.98250468804767e-05	1.175191381341
"RBMXL1"	-0.251909401905263	2.54906447380702	-4.31103528538531	3.47760647690472e-05	9.09891804527662e-05	1.16259428462758
"TBC1D32"	0.196306642344491	0.637936303249053	4.31040326652694	3.48615344701434e-05	9.11889470838173e-05	1.1602408146146
"ZCCHC2"	-0.320535821878018	1.79444640886904	-4.31027960260035	3.48782815191698e-05	9.12088951861134e-05	1.15978035203466
"PRXL2B"	0.414784769318247	3.26711560010596	4.31006923983843	3.49067874460461e-05	9.12595750223429e-05	1.15899708816048
"DEPP1"	-0.978133908123157	5.77485482650772	-4.3089183341933	3.50631421006945e-05	9.16443860446799e-05	1.15471229638867
"PTAFR"	-0.662220371230333	3.53765903728466	-4.30505758683255	3.55925750191709e-05	9.30038542439794e-05	1.14034483573919
"MBD4"	0.29371445005	3.63322329877798	4.30470911704763	3.56407380825236e-05	9.30848156852133e-05	1.13904848860207
"GFOD1-AS1"	-0.0915348384954544	0.118496027410175	-4.30469872091765	3.56421759258682e-05	9.30848156852133e-05	1.13900981497702
"SSC4D"	0.333908018229807	0.612396673072009	4.30452085432225	3.56667845247969e-05	9.31247637723158e-05	1.13834816126743
"EFR3A"	0.325062120230002	4.17714565768868	4.30363628835704	3.57894109677808e-05	9.34205454653635e-05	1.135057917468
"PPIAP29"	0.782214507344807	1.90718005175451	4.30213336914216	3.59986896351971e-05	9.39423007181553e-05	1.12946875244032
"WDFY4"	-0.49395548400793	1.6840854213187	-4.30193925432827	3.60258054516465e-05	9.39885349638572e-05	1.12874696648397
"SLC25A1"	0.310661161782806	4.94795943677474	4.30154757433299	3.60805789003437e-05	9.41068828908287e-05	1.12729063617565
"MAST3"	-0.336388658030351	2.01005246021658	-4.30143707941832	3.60960452505439e-05	9.41226734042865e-05	1.12687981523876
"NKAPD1"	0.233861286432281	2.74260777476509	4.29995951348323	3.63034790656982e-05	9.46388922463456e-05	1.12138694273621
"ZBTB21"	-0.371797838162105	2.1820522501993	-4.29925001355133	3.64034920242619e-05	9.48748814810058e-05	1.11874984871548
"OVOL2"	0.481316395447316	1.98528919429962	4.29899981382877	3.64388240011741e-05	9.49422199092602e-05	1.11781997230428
"REEP3"	0.389581653773158	4.16390871880851	4.29855132009354	3.65022406651428e-05	9.5082679513266e-05	1.11615322633909
"ACYP2"	-0.233646307402298	1.52709767692131	-4.29674468104743	3.67587748934871e-05	9.57259762851225e-05	1.10944044508692
"PDCD6IPP2"	0.182652798924503	0.231513787108655	4.29590136013891	3.6879115347958e-05	9.60143591459464e-05	1.10630768125218
"GTF2H2C"	0.121890347892702	0.58137490291793	4.29416385483928	3.71282502116315e-05	9.66378193951887e-05	1.09985460088417
"FKBP15"	-0.275600586277018	2.88579189097395	-4.29280087408929	3.73248155258228e-05	9.71241621801271e-05	1.09479381633946
"RNF125"	-0.346513837169087	1.52948032752142	-4.29068413034044	3.76320721625435e-05	9.78982106205606e-05	1.08693658174733
"PELP1"	0.324664018793684	3.24350411998158	4.28631082141319	3.82746046437412e-05	9.95438352242943e-05	1.07071194205876
"CPT1A"	-0.479349011582632	3.71029095745026	-4.28534167480862	3.84184143807083e-05	9.98918730647643e-05	1.06711809597658
"TSHZ2"	0.354638015366942	0.716429283914927	4.28361540297474	3.86758605427198e-05	0.000100535119684741	1.06071808443295
"FAM126A"	0.440873559762895	1.77346464526232	4.28344187783209	3.87018306478301e-05	0.000100576482972532	1.06007485696106
"LIPA"	-0.693116116611931	5.51059831589211	-4.28296092153538	3.87738991724435e-05	0.000100737592030251	1.05829213393104
"CDC42P3"	0.0737512569374825	0.0737975598088237	4.28105544064605	3.9060695029467e-05	0.000101456350725888	1.05123065560638
"PCBD2"	0.179581454771228	1.1231198003943	4.27923963258187	3.93358915419225e-05	0.000102144615793099	1.0445036021495
"COA3"	0.423542464922808	4.64075195524667	4.27803021632715	3.95202191549457e-05	0.000102596622935996	1.04002420025019
"LINC01099"	-0.0691528160574947	0.0860270823322614	-4.27714231438927	3.96560730492794e-05	0.000102922587721981	1.03673619546334
"HBD"	-0.275511964956612	0.281874860496496	-4.27694337913662	3.96865727571219e-05	0.000102975020127457	1.03599958245928
"NCOA6"	0.41367771459158	2.7950463265107	4.27673664046967	3.97182927424973e-05	0.000103030590771718	1.0352341013401
"HNRNPA3P6"	0.330648137293561	1.02623773701525	4.27629147083761	3.97866780545567e-05	0.000103181219021153	1.03358588422482
"ADARB2"	-0.137094528154828	0.214713409546544	-4.27481354665654	4.0014524065304e-05	0.000103745201102681	1.02811483562106
"SUPT4H1"	0.294952673746317	4.94197500123351	4.27451883442767	4.00601085260313e-05	0.000103836465852854	1.02702401937659
"FHOD3"	0.580284458483876	0.893758399497025	4.27342119450439	4.02303250865539e-05	0.000104250648060518	1.02296181023958
"SAMD1"	0.327634661490526	3.72679166018509	4.27241555369974	4.03868851115858e-05	0.000104629236040378	1.01924073783307
"NPHP3"	-0.210563755396912	0.878723461986719	-4.27197189854268	4.04561402337276e-05	0.000104781507986862	1.01759932589062
"IMMP1LP1"	0.0971178376319158	0.110758820399116	4.26978746565938	4.07988013424484e-05	0.000105641639933838	1.00951927148245
"CDH6"	-0.326131032045772	0.852381352790044	-4.26753075884776	4.11557292595365e-05	0.000106538258502554	1.00117501622152
"CNTNAP3P1"	-0.0374309826471088	0.0366730595552597	-4.26498737424468	4.15615971599841e-05	0.000107561069254617	0.991774580239044
"ZEB1-AS1"	0.252983988792474	0.892258676776079	4.26412933833937	4.16993866222173e-05	0.000107889745464987	0.988604164130717
"PSMB1"	0.314448037220527	5.74954800885395	4.26390958735293	4.17347463582183e-05	0.00010795330149565	0.98779226521275
"AGPS"	0.252543729369825	3.10458953764772	4.2615129416893	4.21222623884945e-05	0.000108927495186177	0.978939506933022
"NACA4P"	0.12313440955611	0.281603351356676	4.26113369495096	4.21838992573574e-05	0.000109058684739807	0.977538970669213
"ANKRD36C"	0.390551954756689	0.405391115285822	4.26001689047346	4.23659112536381e-05	0.000109498799041835	0.97341519999728
"ITGA1"	-0.531284779255491	2.71397226214418	-4.25995490641078	4.23760352291903e-05	0.000109498799041835	0.973186348405713
"ACRBP"	-0.246698206373263	0.967993566189281	-4.25941987325356	4.24635199378089e-05	0.000109696512368403	0.971211050604916
"LINC00562"	-0.0480458262847579	0.114046429056874	-4.25761954185235	4.27591736360587e-05	0.000110431750093127	0.964565695475667
"KRT78"	0.0809802037580193	0.0679574510888221	4.25695514062476	4.28687818234059e-05	0.000110686242766346	0.962113781613635
"APOBEC3F"	0.347938314545404	1.51516264837965	4.25559569675424	4.30938953760596e-05	0.000111238759359989	0.957097737549322
"NT5M"	0.289042530018123	0.936154368416482	4.25432591607951	4.33051872860359e-05	0.00011175532202848	0.952413578196017
"ST3GAL1P1"	0.0688588003556684	0.0845583392869588	4.25398714529744	4.33617268900192e-05	0.000111868791911373	0.951164040227493
"HMSD"	-0.225753852853214	0.391838372679498	-4.25392844703337	4.33715306240395e-05	0.000111868791911373	0.950947542133047
"SMIM24"	0.371997306002918	0.314142823663127	4.25125061516955	4.38210521626089e-05	0.000112971662021202	0.941073136798671
"PIK3CB"	0.313289497048772	2.76195002379351	4.25124672940968	4.38217076980241e-05	0.000112971662021202	0.941058811476006
"IRS4"	-0.0425498289609402	0.0335334835650301	-4.24654521763882	4.4621804305285e-05	0.000114979197749199	0.923733071559623
"SCML1"	-0.33223306537893	1.40026057254157	-4.24653576702368	4.4623426646464e-05	0.000114979197749199	0.923698258690857
"RAET1L"	0.230820507098695	0.128525070836118	4.24595553124413	4.47231415448502e-05	0.000115206443958913	0.921560973969129
"MIS18A-AS1"	0.137110199545819	0.220785608856404	4.24512740948505	4.48658271762067e-05	0.000115544236868933	0.918510973864786
"METTL4"	0.240395651314702	1.52277590789753	4.24472590995964	4.49351630194182e-05	0.000115693004684393	0.917032392961154
"ESPNP"	0.0740913471035019	0.0587212134150913	4.24424049393111	4.50191280853105e-05	0.000115879351570941	0.915244912636348
"PTDSS1"	0.266076465683684	3.72513366060219	4.23963890197293	4.58226149245205e-05	0.000117917176851571	0.898307524421865
"CLEC4F"	-0.223620162332168	0.399351891452846	-4.23953995778813	4.58400420406892e-05	0.000117931674918161	0.897943480322233
"KRT18P11"	0.171177598035144	0.245129398294884	4.23922525020454	4.58955140802724e-05	0.000118044017696174	0.896785621644662
"RFPL3"	-0.0340004544273295	0.0349156444516212	-4.23738654971656	4.62209047052485e-05	0.000118850359231804	0.890022000477334
"ZNF718"	0.332622782398	1.31803451445444	4.23595745829088	4.64753373676278e-05	0.000119473874981048	0.884766588806412
"SERINC3"	-0.223306261890352	5.49206330890447	-4.23465993865626	4.67075102571106e-05	0.000120039861878979	0.879996140637351
"MTND5P1"	-0.0932872083590982	0.121877252233691	-4.23370065870669	4.68798759055968e-05	0.000120451890816025	0.876469943637604
"IFNAR2"	0.322817651073509	2.83418897430272	4.23350499770026	4.69151076814755e-05	0.000120487782127879	0.87575078870116
"BFSP2-AS1"	0.0703288610340842	0.0584408555292912	4.23348926133807	4.69179423605959e-05	0.000120487782127879	0.875692950516978
"PLXNB1"	-0.501123419320527	3.08960151455763	-4.23255886217396	4.7085833141587e-05	0.000120865630832431	0.872273594152153
"CASC2"	-0.228539849898228	0.470193646216202	-4.23253996136195	4.70892497723152e-05	0.000120865630832431	0.872204136493506
"FAM181A-AS1"	-0.255176151611373	0.240454800320968	-4.23220775965524	4.71493395544333e-05	0.000120988810763237	0.870983381666377
"DGKH"	-0.290920301270281	1.06878556769635	-4.23184352011221	4.72153091095262e-05	0.00012112701156882	0.869644976133255
"THADA"	0.219019098705965	2.03929424228456	4.23095588399219	4.7376445622125e-05	0.000121509221908502	0.866383689848009
"SPRYD3"	-0.266457200819474	4.37596215486991	-4.23058719309776	4.74435308788321e-05	0.000121650079176492	0.865029219443811
"SEC23B"	0.332431316287893	4.47834631284254	4.22966389837051	4.76119298624705e-05	0.000122050576422636	0.861637661267855
"RUFY4"	0.128424386159509	0.170207593199123	4.22936761471104	4.76660903831321e-05	0.000122158099392958	0.860549430216055
"SEPT7-AS1"	-0.126204013340895	0.447802951821746	-4.22658881651083	4.81769421400624e-05	0.000123435670356296	0.85034577820405
"RPS21"	0.491551707404385	8.00034615065307	4.2263085189771	4.82287627943839e-05	0.000123536789944631	0.849316805957024
"LRRC47"	0.205429510105614	3.6247423418186	4.22499467709791	4.84723768193949e-05	0.000124129005939552	0.844494353884187
"UBAC2-AS1"	0.173614865812621	0.457879186344637	4.22478086578898	4.85121336084919e-05	0.000124199010774429	0.843709663384134
"TNFRSF8"	-0.238513086401086	0.666144893605685	-4.22380061659885	4.86948057200536e-05	0.000124634772766966	0.840112504895906
"EIF1AXP1"	0.448053772642772	0.94160853934093	4.2230805871797	4.88294058472293e-05	0.000124947302577352	0.837470645270205
"DNAH12"	-0.484699022369941	0.508165919580404	-4.22203084385627	4.9026282138329e-05	0.000125418987307058	0.833619619619299
"CCT6P3"	0.247875314142193	0.840744864991816	4.22152227857023	4.91219359987123e-05	0.00012563154986883	0.831754177882519
"RPL5P29"	0.118987676520369	0.20915430535506	4.22033636320976	4.93456865448496e-05	0.000126171532970723	0.827404819041352
"CHGB"	0.830492493443871	0.621578322568075	4.21912232868306	4.95757561987174e-05	0.000126727393146006	0.822953254132056
"RPARP-AS1"	-0.342120702558597	1.68132259621123	-4.21659434386016	5.00581408525295e-05	0.000127927781376257	0.813686750181363
"NPM1P18"	0.0605447286664088	0.0583479062115096	4.21453914339302	5.04536285549273e-05	0.000128905540508246	0.806156250926184
"PROK2"	-0.378711048322014	0.472967298711581	-4.21402164083543	5.05536848412609e-05	0.00012912818605686	0.804260481405789
"BET1L"	0.231872963279648	4.25395018395649	4.21298424509617	5.07548337651063e-05	0.000129608870697412	0.800460695558767
"MTND6P4"	-0.537519017844993	1.0806161160588	-4.21079262559473	5.11823142377852e-05	0.000130667128511068	0.792435446249566
"PPP1R11"	0.253364956274736	5.04186302847088	4.20886648919865	5.15608641492127e-05	0.000131599959543677	0.785384853313511
"SLC25A37"	0.472455273927193	2.84976300436693	4.20769017751662	5.17933692102147e-05	0.000132159656060767	0.78108013912354
"MRPL49"	0.304283774317718	4.50994711969254	4.20691151875815	5.19478291580481e-05	0.000132519972341959	0.778231119005229
"KDM4C"	-0.171036735220246	1.23614611468016	-4.20529633502515	5.22696392022093e-05	0.000133306909467506	0.772322579406076
"CLN5"	-0.306560239924228	2.39761416336017	-4.20237952398141	5.28556415638214e-05	0.000134767061610967	0.7616567219681
"KLHL7"	0.323283625310351	2.41487005028079	4.20139763453539	5.30543233570363e-05	0.000135239162266215	0.758067477185216
"COMMD2"	-0.284318114375263	3.17372710625974	-4.20035901705255	5.32652641099227e-05	0.000135742263277071	0.754271532384946
"WDR17"	-0.229124899880546	0.532148927249587	-4.19954451301804	5.34312510010565e-05	0.00013613057579887	0.751295157973555
"DVL1"	0.383185747838422	4.21055125785974	4.1993757532877	5.34657044084179e-05	0.000136183658707127	0.75067852601935
"GAPDHP70"	0.0913756371855527	0.127452767063815	4.19821505451884	5.37032471143219e-05	0.000136744593787595	0.74643793365639
"EIF5A2"	0.297087566304263	1.08829371206843	4.19816615699274	5.37132764397671e-05	0.000136744593787595	0.74625930620323
"HERC1"	-0.412091394125263	2.27764169710596	-4.19785902802692	5.3776312498707e-05	0.000136870227790041	0.745137368746413
"VWA8-AS1"	-0.157199125662848	0.165462708855738	-4.19709500894959	5.39334302423081e-05	0.000137235191456255	0.74234667869001
"SLAIN1"	-0.458010053972772	2.14690189319765	-4.19599652698994	5.41601015127207e-05	0.000137776905399951	0.73833496486313
"ZNHIT2"	0.382772230777194	3.08501183463421	4.19569613682587	5.42222459430728e-05	0.000137899913385231	0.73723805777187
"EIF5AP4"	0.169252484532872	0.341830890555075	4.19015620367804	5.53806880127041e-05	0.000140810292429962	0.717018683894098
"XRN2"	0.289707687236667	4.90364592398833	4.1885942012188	5.5711584130718e-05	0.000141615618024194	0.711321294413835
"ERCC4"	0.185364507091316	1.24283415339636	4.18593074989411	5.62801931705191e-05	0.000143024633216059	0.701609963985559
"TEX45"	0.176396795375174	0.176637005899801	4.18548015086843	5.63769388529408e-05	0.000143234092614179	0.699967461434142
"WNT7B"	0.543125920253211	2.63831073226557	4.18455536912187	5.65759938990742e-05	0.000143703311910272	0.696596895404564
"CYP4F25P"	-0.0984802139970842	0.116375831549461	-4.18419090406509	5.66546284817459e-05	0.000143866501985134	0.695268673828165
"TMBIM1"	-0.37536835584579	5.82089826868693	-4.18391673545868	5.67138504119313e-05	0.000143980326001349	0.69426957579601
"RASL10B"	0.393428160173037	0.601046685853113	4.18290954390965	5.69319197481357e-05	0.000144497258243999	0.690599679634774
"LINC01979"	0.0469676501397963	0.0384863404593162	4.18245528265458	5.70305359751504e-05	0.000144710824600737	0.688944702992602
"SEC24C"	0.309851998689474	3.5663064978807	4.18150514807049	5.72373323282104e-05	0.000145198712146653	0.685483572929098
"ADGRA1"	-0.137983238858393	0.116363312604912	-4.18120031407575	5.73038316355062e-05	0.000145330539273412	0.684373252118109
"AGBL5-IT1"	-0.305466376878651	0.933141335814464	-4.17977570293594	5.76155935892428e-05	0.00014608416224453	0.679185064795748
